letter,language,coverage,title,id,file
N,"Nahuatl, Northern Puebla",New Testament,"In yancuic mononotzalistli ica Totecohtzin Jesucristo",ncjNT,N/Nahuatl, Northern Puebla/New Testament — In yancuic mononotzalistli ica Totecohtzin Jesucristo.html
T,"Tangoa",New Testament,"Tangoa New Testament",tgp,T/Tangoa/New Testament — Tangoa New Testament.html
M,"Mixe, Tlahuitoltepec",New Testament,"Ja øgyajpxy ja ømyadya̱ʼa̱ky midi xukpa̱a̱jtɨmp ja nɨtsoʼokʼajtɨn",mxpNT,M/Mixe, Tlahuitoltepec/New Testament — Ja øgyajpxy ja ømyadya̱ʼa̱ky midi xukpa̱a̱jtɨmp ja nɨtsoʼokʼajtɨn.html
Z,"Zapotec, Isthmus",New Testament,"Stiidxa Dios didxazá (El Nuevo Testamento de nuestro señor Jesucristo en el Zapoteco del Istmo)",zaiNT,Z/Zapotec, Isthmus/New Testament — Stiidxa Dios didxazá (El Nuevo Testamento de nuestro señor Jesucristo en el Zapoteco del Istmo).html
A,"Akoose",New Testament,"Melɛ̌ Mékɔ̄ɔ̄lē",bssNT,A/Akoose/New Testament — Melɛ̌ Mékɔ̄ɔ̄lē.html
G,"Gofa",New Testament,"ኦራꬃ ጫቁዋ ጎፋꬆ",gofENT,G/Gofa/New Testament — ኦራꬃ ጫቁዋ ጎፋꬆ.html
G,"Gofa",New Testament,"Ooratha Caaquwa Goofatho",gofRNT,G/Gofa/New Testament — Ooratha Caaquwa Goofatho.html
G,"Gofa",New Testament,"Gofa New Testament",gofwftw,G/Gofa/New Testament — Gofa New Testament.html
K,"Kuhane",New Testament,"Kuhane Bible",sbs,K/Kuhane/New Testament — Kuhane Bible.html
M,"Muinane",New Testament,"Moocaani iijɨ",bmrNT,M/Muinane/New Testament — Moocaani iijɨ.html
O,"Oyda",New Testament,"ክለ ጫቆ",oyde,O/Oyda/New Testament — ክለ ጫቆ.html
O,"Oyda",New Testament,"Kille Caaqo",oydl,O/Oyda/New Testament — Kille Caaqo.html
A,"Achi",New Testament,"I 'utz laj tzij re i dios",acr-acc,A/Achi/New Testament — I 'utz laj tzij re i dios.html
E,"Epena",New Testament,"Tachi ak'õre pedee",sjaNT,E/Epena/New Testament — Tachi ak'õre pedee.html
I,"Iyo",New Testament,"Iyo New Testament",nca,I/Iyo/New Testament — Iyo New Testament.html
M,"Mixtec, Chayuco",New Testament,"Tuhun Ndyoo sihin tyehen ñi",mihNT,M/Mixtec, Chayuco/New Testament — Tuhun Ndyoo sihin tyehen ñi.html
N,"Nalik",New Testament,"A Dorang Daxa Zin Nakmai",nal,N/Nalik/New Testament — A Dorang Daxa Zin Nakmai.html
S,"Saint Lucian Creole French",New Testament,"Tèstèman nèf-la: Épi an posyòn an liv samz-la",acfNT,S/Saint Lucian Creole French/New Testament — Tèstèman nèf-la Épi an posyòn an liv samz-la.html
Z,"Zapotec, Southern Rincon",New Testament,"Didzaʼ cub rucáʼn tsahuiʼ",zsrNT,Z/Zapotec, Southern Rincon/New Testament — Didzaʼ cub rucáʼn tsahuiʼ.html
H,"Huitoto, Minica",New Testament,"Juziñamui Ñuera Uai",hto,H/Huitoto, Minica/New Testament — Juziñamui Ñuera Uai.html
M,"Meitei",New Testament,"ANOUBA WAREPNABA",mni,M/Meitei/New Testament — ANOUBA WAREPNABA.html
T,"Takuu",New Testament,"Na Taratara TeAtua i naa taratara Takuu",nho,T/Takuu/New Testament — Na Taratara TeAtua i naa taratara Takuu.html
N,"Northwest Alaska Eskimo",New Testament,"Ipqitchuat Makpiġaat - Agaayyutim Uqałhi Iñupiatun",eskNT,N/Northwest Alaska Eskimo/New Testament — Ipqitchuat Makpiġaat - Agaayyutim Uqałhi Iñupiatun.html
L,"Lacandon",New Testament,"Lacandon",lacNT,L/Lacandon/New Testament — Lacandon.html
M,"Masbatenyo",New Testament,"An Maayo na Barita Hali sa Dios",msb,M/Masbatenyo/New Testament — An Maayo na Barita Hali sa Dios.html
N,"Nahuatl, Tetelcingo",New Testament,"El Nuevo Testamento en nahuatl de Tetelcingo",nhgNT,N/Nahuatl, Tetelcingo/New Testament — El Nuevo Testamento en nahuatl de Tetelcingo.html
V,"Vitu",New Testament,"Kalohua Kemi ke Iesus na Polea Vitu",wiv,V/Vitu/New Testament — Kalohua Kemi ke Iesus na Polea Vitu.html
C,"Chin, Daai",New Testament,"Dai Cangcim Kthai",dao,C/Chin, Daai/New Testament — Dai Cangcim Kthai.html
M,"Manobo, Matigsalug",New Testament,"Meupiya ne panugtulen: Bibliya ne Matigsalug",mbtNT,M/Manobo, Matigsalug/New Testament — Meupiya ne panugtulen Bibliya ne Matigsalug.html
P,"Patep",New Testament,"Yesu Xolac",ptp,P/Patep/New Testament — Yesu Xolac.html
Z,"Zapotec, Choapan",New Testament,"Xtiʼidzaʼ Diuzi",zpcNT,Z/Zapotec, Choapan/New Testament — Xtiʼidzaʼ Diuzi.html
C,"Capanahua",New Testament,"Noquen hihbaan joi",kaqNT,C/Capanahua/New Testament — Noquen hihbaan joi.html
M,"Mixtec, Pinotepa Nacional",New Testament,"Tutu chaa cha iyo cuenda ra hahnu Jesucristo (El Nuevo Testamento de nuestro señor Jesucristo)",mioNT,M/Mixtec, Pinotepa Nacional/New Testament — Tutu chaa cha iyo cuenda ra hahnu Jesucristo (El Nuevo Testamento de nuestro señor Jesucristo).html
Y,"Yemsa",New Testament,"ጋዶ ቴያ",jnje,Y/Yemsa/New Testament — ጋዶ ቴያ.html
Y,"Yemsa",New Testament,"Gaddo Teyya",jnjl,Y/Yemsa/New Testament — Gaddo Teyya.html
Y,"Yessan-Mayo",New Testament,"God Reri Teiktem Tuma Ager",yss-yamano,Y/Yessan-Mayo/New Testament — God Reri Teiktem Tuma Ager.html
A,"Algonquin",New Testament,"Kije Manido Odikido8in: Ocki Mazinaigan",alqALGNT,A/Algonquin/New Testament — Kije Manido Odikido8in Ocki Mazinaigan.html
G,"Gamit",New Testament,"ગામીત નોવો કરાર",gbl,G/Gamit/New Testament — ગામીત નોવો કરાર.html
M,"Mapudungun",New Testament,"Ngünechen ñi Küme Dungu",arnNT,M/Mapudungun/New Testament — Ngünechen ñi Küme Dungu.html
M,"Maya, Mopán",New Testament,"Le'ec Ada' U T'an A Dios A Tumulbene",mopNT,M/Maya, Mopán/New Testament — Le'ec Ada' U T'an A Dios A Tumulbene.html
M,"Mbuko",New Testament,"Mbuko: Aɓan 'am wiya awan",mqbNT,M/Mbuko/New Testament — Mbuko Aɓan 'am wiya awan.html
M,"Mixtec, San Juan Colorado",New Testament,"Tuhun tsaa tsa nacoo̱ jutu mañi yo Jesucristo tsi yo",mjcNT,M/Mixtec, San Juan Colorado/New Testament — Tuhun tsaa tsa nacoo̱ jutu mañi yo Jesucristo tsi yo.html
T,"Tawala",New Testament,"YAUBADA A WOGATALA WOUNA",tbo,T/Tawala/New Testament — YAUBADA A WOGATALA WOUNA.html
T,"Tepehuan, Southeastern",New Testament,"Gu ñio'ki'ñ gu Dios na bhaan tu a'ga guch xoi'kam",stpNT,T/Tepehuan, Southeastern/New Testament — Gu ñio'ki'ñ gu Dios na bhaan tu a'ga guch xoi'kam.html
U,"Uripiv-Wala-Rano-Atchin",New Testament,"Naul On Nga Mimerr Uripiv",upv,U/Uripiv-Wala-Rano-Atchin/New Testament — Naul On Nga Mimerr Uripiv.html
W,"Wipi",New Testament,"Wipi Yɨt God ma Yɨna Sisɨl Yɨna Peba",gdr,W/Wipi/New Testament — Wipi Yɨt God ma Yɨna Sisɨl Yɨna Peba.html
A,"Akateko",New Testament,"Ja' An Nuevo Testamento",knjNT,A/Akateko/New Testament — Ja' An Nuevo Testamento.html
T,"Tagin",New Testament,"ANWNV GAMLV",tgj,T/Tagin/New Testament — ANWNV GAMLV.html
T,"Tamang, Eastern",New Testament,"परमेश्वरला बचन छार कबुल",taj,T/Tamang, Eastern/New Testament — परमेश्वरला बचन छार कबुल.html
T,"Tol",New Testament,"Dios Tjevele Jupj 'Üsüs La Qjuisiji Jesucristo Mpes",jicNT,T/Tol/New Testament — Dios Tjevele Jupj 'Üsüs La Qjuisiji Jesucristo Mpes.html
Z,"Zapotec, Quioquitani-Quierí",New Testament,"Tiits nii xnee kyalmbañ; El Nuevo Testamento en el zapoteco de Quioquitani",ztqNT,Z/Zapotec, Quioquitani-Quierí/New Testament — Tiits nii xnee kyalmbañ; El Nuevo Testamento en el zapoteco de Quioquitani.html
H,"Hopi",New Testament,"God Lavayiyat Aṅ Puhuvasiwni",hopNT,H/Hopi/New Testament — God Lavayiyat Aṅ Puhuvasiwni.html
M,"Meramera",New Testament,"Laulau na Vinalu mine Salemo",mxm,M/Meramera/New Testament — Laulau na Vinalu mine Salemo.html
O,"Otomi, Estado de México",New Testament,"El Nuevo Testamento en otomí de San Felipe Santiago, Edo. de México",otsNT,O/Otomi, Estado de México/New Testament — El Nuevo Testamento en otomí de San Felipe Santiago, Edo. de México.html
T,"Totonac, Coyutla",New Testament,"Xasasti talacaxlan",tocNT,T/Totonac, Coyutla/New Testament — Xasasti talacaxlan.html
C,"Cerma",New Testament,"Diiloŋ-nelma Tobisĩfɛlɛnni",cmeNT,C/Cerma/New Testament — Diiloŋ-nelma Tobisĩfɛlɛnni.html
D,"Dongxiang",New Testament,"Hudani Kielien",sce,D/Dongxiang/New Testament — Hudani Kielien.html
C,"Caquinte",New Testament,"Iroaquerari Itioncacaantaqueca Aapani Irioshi: Tsavetacoquerica Amajirote Jesoquirishito",cotNT,C/Caquinte/New Testament — Iroaquerari Itioncacaantaqueca Aapani Irioshi Tsavetacoquerica Amajirote Jesoquirishito.html
A,"Agarabi",New Testament,"YISASINI KAMA VAYA",agd,A/Agarabi/New Testament — YISASINI KAMA VAYA.html
E,"East Kewa",New Testament,"Gotena Epe Agale",kjs,E/East Kewa/New Testament — Gotena Epe Agale.html
H,"Haryanvi",New Testament,"हरियाणवी बाइबिल",bgc,H/Haryanvi/New Testament — हरियाणवी बाइबिल.html
J,"Jakalteko",New Testament,"Nuevo Testamento yin̈ abxubal",jacNT,J/Jakalteko/New Testament — Nuevo Testamento yin̈ abxubal.html
K,"Kaingang",New Testament,"Topẽ vĩ rá",kgpNT,K/Kaingang/New Testament — Topẽ vĩ rá.html
M,"Mixtec, Jamiltepec",New Testament,"Tuhun cha sañahá ra Jesucristo chi yo",mxtNT,M/Mixtec, Jamiltepec/New Testament — Tuhun cha sañahá ra Jesucristo chi yo.html
W,"Wolof",New Testament,"Téereb Injiil",wol2010,W/Wolof/New Testament — Téereb Injiil.html
A,"Alaba-K'abeena",New Testament,"ሃዕሮ ወኣድ መጻፈ",alw,A/Alaba-K'abeena/New Testament — ሃዕሮ ወኣድ መጻፈ.html
A,"Arrarnta, Western",New Testament,"Altjirraka angkatja - Arrarnturna kngartiwukala",are,A/Arrarnta, Western/New Testament — Altjirraka angkatja - Arrarnturna kngartiwukala.html
A,"Awa-Cuaiquer",New Testament,"Masas Pit Jesucristowa",kwi,A/Awa-Cuaiquer/New Testament — Masas Pit Jesucristowa.html
A,"Amanab",New Testament,"Godna mo Awai mona go",amn-amanab,A/Amanab/New Testament — Godna mo Awai mona go.html
A,"Amanab",New Testament,"Godna mo Awai mona go",amn-n,A/Amanab/New Testament — Godna mo Awai mona go (amn-n).html
C,"Chatino, Tataltepec",New Testament,"Chaʼ tsoʼo nu nchcuiʼ jiʼi̱ Jesucristo nu xuʼna na",ctaNT,C/Chatino, Tataltepec/New Testament — Chaʼ tsoʼo nu nchcuiʼ jiʼi̱ Jesucristo nu xuʼna na.html
N,"Nafe",New Testament,"Nǝkukuǝ Ikinan",tnk,N/Nafe/New Testament — Nǝkukuǝ Ikinan.html
N,"Naga, Tutsa",New Testament,"Esa Leedap Ena Banlam",tvt,N/Naga, Tutsa/New Testament — Esa Leedap Ena Banlam.html
G,"Guaraní, Western Bolivian",New Testament,"Nuevo Testamento Guaraní Pe",gnwNT,G/Guaraní, Western Bolivian/New Testament — Nuevo Testamento Guaraní Pe.html
K,"Kalinga, Limos",New Testament,"Ugud apudyus = Ti baro tulag",kmk,K/Kalinga, Limos/New Testament — Ugud apudyus = Ti baro tulag.html
P,"Polish",New Testament,"Biblica® Słowo Życia, otwarty dostęp",polsz,P/Polish/New Testament — Biblica® Słowo Życia, otwarty dostęp.html
T,"Triqui, Copala",New Testament,"Se-nānā Diosē nanā sāʼ me rá catūū nimán níʼ a",trcNT,T/Triqui, Copala/New Testament — Se-nānā Diosē nanā sāʼ me rá catūū nimán níʼ a.html
B,"Bine",New Testament,"Ireclota Mene",bon,B/Bine/New Testament — Ireclota Mene.html
G,"Guaraní, Eastern Bolivian",New Testament,"Nuevo Testamento Guaraní Pe",guiNT,G/Guaraní, Eastern Bolivian/New Testament — Nuevo Testamento Guaraní Pe.html
S,"Secoya",New Testament,"Maija'quë Huajë Ca Nëose'e",seyNT,S/Secoya/New Testament — Maija'quë Huajë Ca Nëose'e.html
C,"Chatino, Western Highland",New Testament,"Chaʼ suʼwe nu nchkwiʼ chaʼ ʼin Jesucristo nu nka xʼnaan",ctpNT,C/Chatino, Western Highland/New Testament — Chaʼ suʼwe nu nchkwiʼ chaʼ ʼin Jesucristo nu nka xʼnaan.html
M,"Mi'kmaq",New Testament,"Gelulg Glusuaqan: Gisiteget Agnutmugsi'gw",micMIQNT,M/Mi'kmaq/New Testament — Gelulg Glusuaqan Gisiteget Agnutmugsi'gw.html
A,"Arabela",New Testament,"Quiarinio pueyaso rupaa pa jiyaniijia Jesucristojiniji pueyano rupaajinia",arlNT,A/Arabela/New Testament — Quiarinio pueyaso rupaa pa jiyaniijia Jesucristojiniji pueyano rupaajinia.html
B,"Buamu",New Testament,"Dónbeenì páaníi fĩnle vũahṹ",boxNT,B/Buamu/New Testament — Dónbeenì páaníi fĩnle vũahṹ.html
D,"Dangaléat",New Testament,"Jamaw ta Marbinto: Kabarre ta Gala ɗo bi ka Iisa Masi iŋ daŋla",daaNT,D/Dangaléat/New Testament — Jamaw ta Marbinto Kabarre ta Gala ɗo bi ka Iisa Masi iŋ daŋla.html
L,"Lote",New Testament,"Tomunga Hel Heueu Ngana",uvl,L/Lote/New Testament — Tomunga Hel Heueu Ngana.html
M,"Maskelynes",New Testament,"Nasoruan siGot len nasoruan ta Uluveu",klv,M/Maskelynes/New Testament — Nasoruan siGot len nasoruan ta Uluveu.html
S,"Sakachep",New Testament,"Pathien Lekhabu Inthieng Chongtung Thar",sch,S/Sakachep/New Testament — Pathien Lekhabu Inthieng Chongtung Thar.html
B,"Bugun",New Testament,"Iwo Surua Mua Wie Pha Bible",bgg,B/Bugun/New Testament — Iwo Surua Mua Wie Pha Bible.html
C,"Chácobo",New Testament,"Dios Chani",caoNT,C/Chácobo/New Testament — Dios Chani.html
G,"Golin",New Testament,"Golin New Testament",gvf,G/Golin/New Testament — Golin New Testament.html
M,"Maxakalí",New Testament,"Topa Yõg Tappet",mblNT,M/Maxakalí/New Testament — Topa Yõg Tappet.html
M,"Mixtec, Peñoles",New Testament,"Tnúhu ní cáháⁿ yǎ ndiǒxí xito cùu uú",milNT,M/Mixtec, Peñoles/New Testament — Tnúhu ní cáháⁿ yǎ ndiǒxí xito cùu uú.html
T,"Totonac, Highland",New Testament,"Hua̱ xasa̱sti talacca̱xlan quinTla̱tican Jesucristo",tosNT,T/Totonac, Highland/New Testament — Hua̱ xasa̱sti talacca̱xlan quinTla̱tican Jesucristo.html
U,"Ulithian",New Testament,"Bogtag we ye Tefoy",uli,U/Ulithian/New Testament — Bogtag we ye Tefoy.html
A,"Ama",New Testament,"Kotoni Imo Itouniyaimo",amm,A/Ama/New Testament — Kotoni Imo Itouniyaimo.html
I,"Inabaknon",New Testament,"I Baha'o Kasuratan",abx,I/Inabaknon/New Testament — I Baha'o Kasuratan.html
N,"Nukumanu",New Testament,"Nukumanu",nuq,N/Nukumanu/New Testament — Nukumanu.html
T,"Tsikimba",New Testament,"Kazuwamgbani ka savu n Tsikimba n aɓon a ɗa a ɗanga̱sai a kazuwamgbani ka cau",kdlNT,T/Tsikimba/New Testament — Kazuwamgbani ka savu n Tsikimba n aɓon a ɗa a ɗanga̱sai a kazuwamgbani ka cau.html
O,"Ogea",New Testament,"ITOU NOMO HILOU BEELE",eri,O/Ogea/New Testament — ITOU NOMO HILOU BEELE.html
O,"Omie",New Testament,"God-are Jögoru I'oho",aom,O/Omie/New Testament — God-are Jögoru I'oho.html
Q,"Quechua, South Bolivian",New Testament,"Dios Parlapawanchej",quhNT,Q/Quechua, South Bolivian/New Testament — Dios Parlapawanchej.html
K,"Kinga",Portions,"Mahanji Bible",zgam,K/Kinga/Portions — Mahanji Bible.html
T,"Tiruray",New Testament,"I Fiyowe Uret",tiy,T/Tiruray/New Testament — I Fiyowe Uret.html
B,"Barok",New Testament,"A Xuxubus Maxat",bjk,B/Barok/New Testament — A Xuxubus Maxat.html
D,"Dinka, Southwestern",New Testament,"Lëk yam",dikNT,D/Dinka, Southwestern/New Testament — Lëk yam.html
M,"Mangseng",New Testament,"God Ile Riong Kinnga Ponganga nge Mangsengre Okei",mbh,M/Mangseng/New Testament — God Ile Riong Kinnga Ponganga nge Mangsengre Okei.html
T,"Tsishingini",New Testament,"Nzuwulai n Sa'avu na̱ Tsishingini na̱ a̱ɗiva̱ a na a ɗangulai a Nzuwulai mu Ufaru",tswNT,T/Tsishingini/New Testament — Nzuwulai n Sa'avu na̱ Tsishingini na̱ a̱ɗiva̱ a na a ɗangulai a Nzuwulai mu Ufaru.html
T,"Tz'utujil",New Testament,"Ja Cꞌacꞌa Chominem",tzjNT,T/Tz'utujil/New Testament — Ja Cꞌacꞌa Chominem.html
T,"Tz'utujil",New Testament,"Cꞌacꞌ Chuminem",tzjE,T/Tz'utujil/New Testament — Cꞌacꞌ Chuminem.html
C,"Chipaya",New Testament,"Ew Testamento: Chipay Tawkquiztan",capNT,C/Chipaya/New Testament — Ew Testamento Chipay Tawkquiztan.html
F,"Fore",New Testament,"Fore New Testament",for,F/Fore/New Testament — Fore New Testament.html
K,"Konkomba",New Testament,"Uwumbɔr aagbaŋ",xon,K/Konkomba/New Testament — Uwumbɔr aagbaŋ.html
M,"Mokole",New Testament,"Akabuu Titɔ̃i Idei Ilaaɔ",mkl,M/Mokole/New Testament — Akabuu Titɔ̃i Idei Ilaaɔ.html
S,"Saliba",New Testament,"Yaubada wasana: Buka Hauhauna tupwana",sbe,S/Saliba/New Testament — Yaubada wasana Buka Hauhauna tupwana.html
L,"Label",New Testament,"A Wakak a Warwara ane God",lbb,L/Label/New Testament — A Wakak a Warwara ane God.html
S,"Siona",New Testament,"Riusu cocabera: mai ëjaguë Jesucristo ba'iyete toyani jo'case'e'ë",snnNT,S/Siona/New Testament — Riusu cocabera mai ëjaguë Jesucristo ba'iyete toyani jo'case'e'ë.html
A,"Ambai",New Testament,"Sempaisi Ne Kaiwo Mirarebanai",amk,A/Ambai/New Testament — Sempaisi Ne Kaiwo Mirarebanai.html
B,"Balangao",New Testament,"Hen alen Apudyus",blw,B/Balangao/New Testament — Hen alen Apudyus.html
B,"Bolinao",New Testament,"Si Biblia",smkNT,B/Bolinao/New Testament — Si Biblia.html
M,"Mixtec, Yosondúa",New Testament,"Nuevo Testamento en mixteco de Yosondúa",mpmNT,M/Mixtec, Yosondúa/New Testament — Nuevo Testamento en mixteco de Yosondúa.html
C,"Camsá",New Testament,"Bëngbe Bëtsa Cabëngaftaca Entsoyebuambna",kbh,C/Camsá/New Testament — Bëngbe Bëtsa Cabëngaftaca Entsoyebuambna.html
N,"Nakanai",New Testament,"Nakanai New Testament",nak,N/Nakanai/New Testament — Nakanai New Testament.html
S,"Suena",New Testament,"TUA YESU KRISTORA OZIGA EWANANA",sue,S/Suena/New Testament — TUA YESU KRISTORA OZIGA EWANANA.html
Z,"Zia",New Testament,"TUWA YESU KRISTORA BOWI IWAING",zia,Z/Zia/New Testament — TUWA YESU KRISTORA BOWI IWAING.html
A,"'Auhelawa",New Testament,"YAUBADA YANA WALO YEMIDI VAUVAUNA",kud,A/'Auhelawa/New Testament — YAUBADA YANA WALO YEMIDI VAUVAUNA.html
I,"Ixil",New Testament,"Viakʼla txumbʼal u tioxh",ixlCNT,I/Ixil/New Testament — Viakʼla txumbʼal u tioxh.html
K,"Kagayanen",New Testament,"Pulong ta Dyos: Genesis daw bag-o na kasugtanan",cgc,K/Kagayanen/New Testament — Pulong ta Dyos Genesis daw bag-o na kasugtanan.html
P,"Portuguese",New Testament,"A Bíblia Sagrada, Tradução para Tradutores",portft,P/Portuguese/New Testament — A Bíblia Sagrada, Tradução para Tradutores.html
W,"Waffa",New Testament,"Karaasa Yeena Rau Kioo Kuaivovee",waj,W/Waffa/New Testament — Karaasa Yeena Rau Kioo Kuaivovee.html
A,"’Auhelawa",New Testament,"Yaubada Yana Walo Yemidi Vauvauna",kud2014,A/’Auhelawa/New Testament — Yaubada Yana Walo Yemidi Vauvauna.html
W,"Wapishana",New Testament,"Kaimana'o Tominkaru Paradan",wapNT,W/Wapishana/New Testament — Kaimana'o Tominkaru Paradan.html
W,"Weri",New Testament,"NGÖNËN PEPEWER",wer,W/Weri/New Testament — NGÖNËN PEPEWER.html
D,"Dobu",New Testament,"Loina Tabu Auwauna",dob,D/Dobu/New Testament — Loina Tabu Auwauna.html
K,"Konda-Dora",Portions,"ମାପୁରୁଦି ସତ୍‌ ବାକ୍ୟ",kfcp,K/Konda-Dora/Portions — ମାପୁରୁଦି ସତ୍‌ ବାକ୍ୟ.html
Z,"Zapotec, Sierra de Juárez",New Testament,"Ca titsaʼ de laʼlabani para iyate ca enneʼ",zaaNT,Z/Zapotec, Sierra de Juárez/New Testament — Ca titsaʼ de laʼlabani para iyate ca enneʼ.html
Z,"Zapotec, Zoogocho",New Testament,"Dižaʼ güen c̱he ancho Jesucristo",zpqNT,Z/Zapotec, Zoogocho/New Testament — Dižaʼ güen c̱he ancho Jesucristo.html
T,"Turkish",New Testament,"Open Basic Turkish New Testament",turobt,T/Turkish/New Testament — Open Basic Turkish New Testament.html
C,"Chinantec, Comaltepec",New Testament,"Júu ʼmɨ́ɨ e cacuo fidiée",ccoNT,C/Chinantec, Comaltepec/New Testament — Júu ʼmɨ́ɨ e cacuo fidiée.html
D,"Dawawa",New Testament,"Vari Verenama",dww,D/Dawawa/New Testament — Vari Verenama.html
N,"Nadeb",New Testament,"Pop Hagä Do Panyyg Hanäm Do Hahỹỹh",mbjNT,N/Nadeb/New Testament — Pop Hagä Do Panyyg Hanäm Do Hahỹỹh.html
T,"Tarahumara, Western",New Testament,"Onorúgame nila ra'íchali",tacNT,T/Tarahumara, Western/New Testament — Onorúgame nila ra'íchali.html
N,"Nehan",New Testament,"Nehan New Testament",nsn,N/Nehan/New Testament — Nehan New Testament.html
T,"Tunebo, Central",New Testament,"Sir chihtá",tuf,T/Tunebo, Central/New Testament — Sir chihtá.html
C,"Chinantec, Quiotepec",New Testament,"Juu³ tyʉ² ʼe gafaaʼ²¹ Dios tyaʼ tsá²",chqNT,C/Chinantec, Quiotepec/New Testament — Juu³ tyʉ² ʼe gafaaʼ²¹ Dios tyaʼ tsá².html
R,"Rotokas",New Testament,"AIREPA VAE REO OVOI",roo,R/Rotokas/New Testament — AIREPA VAE REO OVOI.html
T,"Totonac, Papantla",New Testament,"Xasasti talaccaxlan",topNT,T/Totonac, Papantla/New Testament — Xasasti talaccaxlan.html
A,"Angaataha",New Testament,"Autaahaatɨhomɨ Pɨwɨha Gaaha Wanɨha",agm,A/Angaataha/New Testament — Autaahaatɨhomɨ Pɨwɨha Gaaha Wanɨha.html
C,"Cuiba",New Testament,"Nacom Pejume Diwesi po diwesi pena jume diwesi xua Jesucristo yabara tinatsi",cui,C/Cuiba/New Testament — Nacom Pejume Diwesi po diwesi pena jume diwesi xua Jesucristo yabara tinatsi.html
M,"Mixtec, Diuxi-tilantongo",New Testament,"Tnuʼu vaʼa tnuʼu Jesucristo",xtdNT,M/Mixtec, Diuxi-tilantongo/New Testament — Tnuʼu vaʼa tnuʼu Jesucristo.html
Y,"Yessan-Mayo",New Testament,"GOD ETER AGERKE NAMDERASEM TUMA YENBO",yss-yawu,Y/Yessan-Mayo/New Testament — GOD ETER AGERKE NAMDERASEM TUMA YENBO.html
B,"Baeggu",New Testament,"Na Alangaia Falu 'ana Baea 'i Baegu",bvd,B/Baeggu/New Testament — Na Alangaia Falu 'ana Baea 'i Baegu.html
M,"Migabac",New Testament,"Migabac Bible Portions",mpp,M/Migabac/New Testament — Migabac Bible Portions.html
O,"Olo",New Testament,"Il Teingipe Ma Ili Topwepe Lapiri Lirouku",ong,O/Olo/New Testament — Il Teingipe Ma Ili Topwepe Lapiri Lirouku.html
A,"Arop-Lokep",New Testament,"Rau Ke Maro",apr,A/Arop-Lokep/New Testament — Rau Ke Maro.html
B,"Bhattiyali",New Testament,"भटियाली नोआ नियम",bht,B/Bhattiyali/New Testament — भटियाली नोआ नियम.html
M,"Mamasa",New Testament,"Buku Masero: Pa'dandi Bakaru",mqjNT,M/Mamasa/New Testament — Buku Masero Pa'dandi Bakaru.html
W,"Whitesands",New Testament,"Nauəuə Asim Rəha Uhgɨn Nəmtətiən Vi",tnp,W/Whitesands/New Testament — Nauəuə Asim Rəha Uhgɨn Nəmtətiən Vi.html
G,"Guarayu",New Testament,"Tũpa Ñehengagüer",gyrNT,G/Guarayu/New Testament — Tũpa Ñehengagüer.html
Q,"Quechua, Huaylas Ancash",New Testament,"Teyta Diospa Mushoq Testamentun",qwhNT,Q/Quechua, Huaylas Ancash/New Testament — Teyta Diospa Mushoq Testamentun.html
A,"Alekano or Gahuku",New Testament,"Monoq Gotola Gosohaq",gah,A/Alekano or Gahuku/New Testament — Monoq Gotola Gosohaq.html
G,"Guahibo",New Testament,"Dios pejumelivaisibaxuto pejanalivaisibaxuto",guh,G/Guahibo/New Testament — Dios pejumelivaisibaxuto pejanalivaisibaxuto.html
S,"Sirionó",New Testament,"Mbia Cheẽ",srqNT,S/Sirionó/New Testament — Mbia Cheẽ.html
W,"Woun Meu",New Testament,"Ẽwandam Iek",noaE,W/Woun Meu/New Testament — Ẽwandam Iek.html
W,"Woun Meu",New Testament,"Hẽwandam Hiek",noaH,W/Woun Meu/New Testament — Hẽwandam Hiek.html
Y,"Yaweyuha",New Testament,"Yaweyuha New Testament",yby,Y/Yaweyuha/New Testament — Yaweyuha New Testament.html
N,"North Tanna",New Testament,"North Tanna New Testament",tnn,N/North Tanna/New Testament — North Tanna New Testament.html
M,"Macushi",New Testament,"Macushi",mbcNT,M/Macushi/New Testament — Macushi.html
M,"Mam",New Testament,"Mam Central (Comitancillo)",mamC,M/Mam/New Testament — Mam Central (Comitancillo).html
Y,"Yucuna",New Testament,"Tupana Puraca'alo Mari",ycn,Y/Yucuna/New Testament — Tupana Puraca'alo Mari.html
A,"Au",New Testament,"Hɨm Yaaim Me God",avt,A/Au/New Testament — Hɨm Yaaim Me God.html
B,"Bunama",New Testament,"LOINA HAUHAUNA",bdd,B/Bunama/New Testament — LOINA HAUHAUNA.html
K,"Kouya",New Testament,"ʼWʋsuslolue loluu ʼsɛbhɛ",kyf,K/Kouya/New Testament — ʼWʋsuslolue loluu ʼsɛbhɛ.html
K,"Kwaio",New Testament,"Fatalana God",kwd,K/Kwaio/New Testament — Fatalana God.html
T,"Tuyuca",New Testament,"Cõãmacʉ̃ mecʉ̃ã wedesei",tue,T/Tuyuca/New Testament — Cõãmacʉ̃ mecʉ̃ã wedesei.html
N,"Nkonya",New Testament,"Bulu ntam pɔpwɛ; Nkonya",nkoNT,N/Nkonya/New Testament — Bulu ntam pɔpwɛ; Nkonya.html
