letter,language,coverage,title,id,file
S,"Saposa",New Testament,"U VURUNGAN ROF FOUN TEN GOV NANE JISAS KRAIS",sps,S/Saposa/New Testament — U VURUNGAN ROF FOUN TEN GOV NANE JISAS KRAIS.html
B,"Burarra",New Testament,"Nyanyapa Arrku Gun-nika Gun-molamola Janguny: Minypa Jesus Christ Guna-ganyja Arrburrwa Gun-geka Rum",bvr,B/Burarra/New Testament — Nyanyapa Arrku Gun-nika Gun-molamola Janguny Minypa Jesus Christ Guna-ganyja Arrburrwa Gun-geka Rum.html
U,"Usarufa",New Testament,"aúgen-anona-anon-aimma",usa,U/Usarufa/New Testament — aúgen-anona-anon-aimma.html
B,"Baruya",New Testament,"Yipma Genesis and New Testament",byr,B/Baruya/New Testament — Yipma Genesis and New Testament.html
M,"Mbe",Portions,"Mbembe Okohm",mfo,M/Mbe/Portions — Mbembe Okohm.html
S,"Sénoufo, Mamara",New Testament,"KARIƝƐƐGƐ ƝƆMƐƐ NIVONƆ",myk,S/Sénoufo, Mamara/New Testament — KARIƝƐƐGƐ ƝƆMƐƐ NIVONƆ.html
K,"Kuni-Boazi",New Testament,"Mbumbukiam-qa Manqat Mbomambaqape",kvg,K/Kuni-Boazi/New Testament — Mbumbukiam-qa Manqat Mbomambaqape.html
M,"Mussau-Emira",New Testament,"Mussau-Emira Bible",emi,M/Mussau-Emira/New Testament — Mussau-Emira Bible.html
A,"Ambrym, Southeast",New Testament,"Vanuvei Eo e sepinien Vatlongos na mol-Vatimol xil niutestamen e rute te oltestamen",tvk,A/Ambrym, Southeast/New Testament — Vanuvei Eo e sepinien Vatlongos na mol-Vatimol xil niutestamen e rute te oltestamen.html
Y,"Yakan",New Testament,"Yakan Bible",yka,Y/Yakan/New Testament — Yakan Bible.html
D,"Doromu-Koki",New Testament,"Sei di Uka Ago Ruaka",kqc,D/Doromu-Koki/New Testament — Sei di Uka Ago Ruaka.html
N,"Naasioi",New Testament,"Kara Naroong-anta Nerakung Kongarana'",nas,N/Naasioi/New Testament — Kara Naroong-anta Nerakung Kongarana'.html
W,"Wik-Mungkan",New Testament,"Wik Inangan Kan-Kanam God.antama",wim,W/Wik-Mungkan/New Testament — Wik Inangan Kan-Kanam God.antama.html
G,"Greek, Ancient",New Testament,"Η Καινή Διαθήκη",grcsr,G/Greek, Ancient/New Testament — Η Καινή Διαθήκη.html
A,"Atta, Pamplona",New Testament,"Yù bilin ni Namarò nga meyannung kâ Apu Kesu Kiristu: Yù bagu nga tarátu ni Namarò sù ira nga mangikatalà kâ Apu Kesu Kiristu",att,A/Atta, Pamplona/New Testament — Yù bilin ni Namarò nga meyannung kâ Apu Kesu Kiristu Yù bagu nga tarátu ni Namarò sù ira nga mangikatalà kâ Apu Kesu Kir.html
B,"Bodo Parja",New Testament,"ସଃର୍ଗାର୍‌ ବାଟ୍‌ ନଃଉଁଆ ନିଅମ୍‌",bdv,B/Bodo Parja/New Testament — ସଃର୍ଗାର୍‌ ବାଟ୍‌ ନଃଉଁଆ ନିଅମ୍‌.html
C,"Chin, Siyin",New Testament,"Tinaung Takluem",csy,C/Chin, Siyin/New Testament — Tinaung Takluem.html
C,"Chinantec, Lealao",New Testament,"Ja̱³la³ fáh⁴dxa⁴²dxú⁴ hi³mɨɨ³² chiáh² Ñúh³a² Jesucristo; Salmos",cleNT,C/Chinantec, Lealao/New Testament — Ja̱³la³ fáh⁴dxa⁴²dxú⁴ hi³mɨɨ³² chiáh² Ñúh³a² Jesucristo; Salmos.html
C,"Chinese",New Testament,"免费的易读圣经 Free Easy-to-read Bible",cmnfeb,C/Chinese/New Testament — 免费的易读圣经 Free Easy-to-read Bible.html
C,"Chiyawo",New Testament,"Lilangano lya Sambano",yao,C/Chiyawo/New Testament — Lilangano lya Sambano.html
D,"Dieri",New Testament,"TESTAMENTA MARRA",dif,D/Dieri/New Testament — TESTAMENTA MARRA.html
E,"Etulo",New Testament,"Etulo NT",utr,E/Etulo/New Testament — Etulo NT.html
G,"Gata'",New Testament,"ସତ୍‌ ଗାଲି",gaq,G/Gata'/New Testament — ସତ୍‌ ଗାଲି.html
G,"Gowlan",New Testament,"परमेश्वर को पवित्र वचन",goj,G/Gowlan/New Testament — परमेश्वर को पवित्र वचन.html
H,"Halbi",New Testament,"परमेस्वर को सच्चो वचन ख जाननू",hlb,H/Halbi/New Testament — परमेस्वर को सच्चो वचन ख जाननू.html
H,"Hausa",New Testament,"Litafi Mai-tsarki",hauulb,H/Hausa/New Testament — Litafi Mai-tsarki.html
I,"Ikwere",New Testament,"Tẹsitamenti Ikne n'Ọnu Ikwere",ikwNT,I/Ikwere/New Testament — Tẹsitamenti Ikne n'Ọnu Ikwere.html
I,"Indonesian",New Testament,"Alkitab Gratis untuk Semua",indags,I/Indonesian/New Testament — Alkitab Gratis untuk Semua.html
J,"Juray",New Testament,"ଆଜାଡ଼ି ତଙରନ୍‌",juy,J/Juray/New Testament — ଆଜାଡ଼ି ତଙରନ୍‌.html
K,"Koya",New Testament,"ପୁନାଦ୍ ଆର୍ର୍",kff,K/Koya/New Testament — ପୁନାଦ୍ ଆର୍ର୍.html
K,"Kuman",New Testament,"YESUS KAMO WAKAI",kue,K/Kuman/New Testament — YESUS KAMO WAKAI.html
K,"Kutu",New Testament,"Lagano da Sambi kwa Wanhu Wose",kdc2014,K/Kutu/New Testament — Lagano da Sambi kwa Wanhu Wose.html
L,"Luyana",New Testament,"Luyana Bible Translation",lyn,L/Luyana/New Testament — Luyana Bible Translation.html
M,"Matengo",New Testament,"Amatengu",mgv,M/Matengo/New Testament — Amatengu.html
M,"Mazateco, Ayautla",New Testament,"El Nuevo Testamento Mazateco de Ayautla",vmyNT,M/Mazateco, Ayautla/New Testament — El Nuevo Testamento Mazateco de Ayautla.html
M,"Mpoto",New Testament,"Chimpoto",mpa,M/Mpoto/New Testament — Chimpoto.html
M,"Mwani",New Testament,"Habari Ngema",wmw,M/Mwani/New Testament — Habari Ngema.html
M,"Mwera",New Testament,"Malagano ga Ambi",mwe,M/Mwera/New Testament — Malagano ga Ambi.html
N,"Naga Pidgin",New Testament,"Indian Standard Version (ISV) Nagamese",nag,N/Naga Pidgin/New Testament — Indian Standard Version (ISV) Nagamese.html
N,"Nahuatl, Zacatlán-Ahuacatlán-Tepetzintla",New Testament,"In Yancuic Tlahtolsintilil",nhiNT,N/Nahuatl, Zacatlán-Ahuacatlán-Tepetzintla/New Testament — In Yancuic Tlahtolsintilil.html
N,"Ndendeule",New Testament,"Ndendeule",dne,N/Ndendeule/New Testament — Ndendeule.html
N,"Ndwewe",New Testament,"Ndwewe Bible Version",nww,N/Ndwewe/New Testament — Ndwewe Bible Version.html
N,"Ngindo",New Testament,"Ngindo New Testament 2015",nnq,N/Ngindo/New Testament — Ngindo New Testament 2015.html
N,"Ngoni",New Testament,"Ngoni Bible Version Translation Project",xnj,N/Ngoni/New Testament — Ngoni Bible Version Translation Project.html
P,"Pogolo",New Testament,"Lipatanu Lya Syayi Kwa Wantu Woseri",poy,P/Pogolo/New Testament — Lipatanu Lya Syayi Kwa Wantu Woseri.html
P,"Português",New Testament,"Biblia Livre Para Todos",porblt,P/Português/New Testament — Biblia Livre Para Todos.html
Q,"Quechua, Eastern Apurímac",New Testament,"Mosoq Testamento",qveNT,Q/Quechua, Eastern Apurímac/New Testament — Mosoq Testamento.html
R,"Romani, Vlax",New Testament,"Biblija pe romani Čergarsko čhib Srbija (Vojvodin Romani/Shiyak)",rmyChergash,R/Romani, Vlax/New Testament — Biblija pe romani Čergarsko čhib Srbija (Vojvodin Romani Shiyak).html
R,"Romani, Vlax",New Testament,"E Devleso Lafi ko Gurbetsko dijalekt Srbija",rmyGurbet,R/Romani, Vlax/New Testament — E Devleso Lafi ko Gurbetsko dijalekt Srbija.html
S,"Sanskrit",New Testament,"Sanskrit Bible (NT) in Assamese Script",sanasm,S/Sanskrit/New Testament — Sanskrit Bible (NT) in Assamese Script.html
S,"Sanskrit",New Testament,"Sanskrit Bible (NT) in Bengali Script",sanben,S/Sanskrit/New Testament — Sanskrit Bible (NT) in Bengali Script.html
S,"Sanskrit",New Testament,"Sanskrit Bible (NT) in Burmese Script (သတျဝေဒး၊)",sanbur,S/Sanskrit/New Testament — Sanskrit Bible (NT) in Burmese Script (သတျဝေဒး၊).html
S,"Sanskrit",New Testament,"Sanskrit Bible (NT) in Cologne Script",sancol,S/Sanskrit/New Testament — Sanskrit Bible (NT) in Cologne Script.html
S,"Sanskrit",New Testament,"Sanskrit Bible (NT) in Devanagari Script (सत्यवेदः।)",sandev,S/Sanskrit/New Testament — Sanskrit Bible (NT) in Devanagari Script (सत्यवेदः।).html
S,"Sanskrit",New Testament,"Sanskrit Bible (NT) in Gujarati Script",sanguj,S/Sanskrit/New Testament — Sanskrit Bible (NT) in Gujarati Script.html
S,"Sanskrit",New Testament,"Sanskrit Bible (NT) in Harvard-Kyoto Script",sanhk,S/Sanskrit/New Testament — Sanskrit Bible (NT) in Harvard-Kyoto Script.html
S,"Sanskrit",New Testament,"Sanskrit Bible (NT) in IAST Script (satyavedaḥ|)",sanias,S/Sanskrit/New Testament — Sanskrit Bible (NT) in IAST Script (satyavedaḥ ).html
S,"Sanskrit",New Testament,"Sanskrit Bible (NT) in ISO Script (satyavēdaḥ|)",saniso,S/Sanskrit/New Testament — Sanskrit Bible (NT) in ISO Script (satyavēdaḥ ).html
S,"Sanskrit",New Testament,"Sanskrit Bible (NT) in ITRANS Script",sanitr,S/Sanskrit/New Testament — Sanskrit Bible (NT) in ITRANS Script.html
S,"Saṃskṛtam",New Testament,"Sanskrit Bible (NT) in Kannada Script",sankan,S/Saṃskṛtam/New Testament — Sanskrit Bible (NT) in Kannada Script.html
S,"Saṃskṛtam",New Testament,"Sanskrit Bible (NT) in Khmer Script",sankhm,S/Saṃskṛtam/New Testament — Sanskrit Bible (NT) in Khmer Script.html
S,"Saṃskṛtam",New Testament,"Sanskrit Bible (NT) in Malayalam Script (സത്യവേദഃ।)",sanmal,S/Saṃskṛtam/New Testament — Sanskrit Bible (NT) in Malayalam Script (സത്യവേദഃ।).html
S,"Saṃskṛtam",New Testament,"0 Sanskrit Bible (NT) in Oriya Script (ସତ୍ୟୱେଦଃ।)",sanori,S/Saṃskṛtam/New Testament — 0 Sanskrit Bible (NT) in Oriya Script (ସତ୍ୟୱେଦଃ।).html
S,"Saṃskṛtam",New Testament,"0 Sanskrit Bible (NT) in Punjabi Script (ਸਤ੍ਯਵੇਦਃ।)",sanpun,S/Saṃskṛtam/New Testament — 0 Sanskrit Bible (NT) in Punjabi Script (ਸਤ੍ਯਵੇਦਃ।).html
S,"Saṃskṛtam",New Testament,"Sanskrit Bible (NT) in Sinhala Script (සත්‍යවේදඃ।)",sansin,S/Saṃskṛtam/New Testament — Sanskrit Bible (NT) in Sinhala Script (සත්‍යවේදඃ।).html
S,"Saṃskṛtam",New Testament,"Sanskrit Bible (NT) in Tamil Script",santam,S/Saṃskṛtam/New Testament — Sanskrit Bible (NT) in Tamil Script.html
S,"Saṃskṛtam",New Testament,"Sanskrit Bible (NT) in Telugu Script (సత్యవేదః।)",santel,S/Saṃskṛtam/New Testament — Sanskrit Bible (NT) in Telugu Script (సత్యవేదః।).html
S,"Saṃskṛtam",New Testament,"Sanskrit Bible (NT) in Thai Script (สตฺยเวท:ฯ)",santha,S/Saṃskṛtam/New Testament — Sanskrit Bible (NT) in Thai Script (สตฺยเวท ฯ).html
S,"Saṃskṛtam",New Testament,"Sanskrit Bible (NT) in Tibetan Script (སཏྱཝེདཿ།)",santib,S/Saṃskṛtam/New Testament — Sanskrit Bible (NT) in Tibetan Script (སཏྱཝེདཿ།).html
S,"Saṃskṛtam",New Testament,"Sanskrit Bible (NT) in Urdu Script (سَتْیَویدَح۔)",sanurd,S/Saṃskṛtam/New Testament — Sanskrit Bible (NT) in Urdu Script (سَتْیَویدَح۔).html
S,"Saṃskṛtam",New Testament,"Sanskrit Bible (NT) in Velthuis Script (satyaveda.h|)",sanvel,S/Saṃskṛtam/New Testament — Sanskrit Bible (NT) in Velthuis Script (satyaveda.h ).html
S,"Soli",New Testament,"Soli New Testament",sby,S/Soli/New Testament — Soli New Testament.html
T,"Tektiteko",New Testament,"Te akʼaʼj tuʼjal tuj tuʼjal qtata Dios",ttcNT,T/Tektiteko/New Testament — Te akʼaʼj tuʼjal tuj tuʼjal qtata Dios.html
T,"Tharu, Rana",New Testament,"परमेस्वर को सच्चो वचन",thr,T/Tharu, Rana/New Testament — परमेस्वर को सच्चो वचन.html
Z,"Zapotec, Loxicha",New Testament,"El Nuevo Testament en el idioma Zapoteco de Loxicha",ztp,Z/Zapotec, Loxicha/New Testament — El Nuevo Testament en el idioma Zapoteco de Loxicha.html
Z,"Zigua",New Testament,"Lagano hya",ziw,Z/Zigua/New Testament — Lagano hya.html
A,"Achi",New Testament,"Ri utzilaj tzij re ri kanimajawal Jesucristo",acrNNT,A/Achi/New Testament — Ri utzilaj tzij re ri kanimajawal Jesucristo.html
A,"Achi",New Testament,"Ri utzilaj tzij re ri kanimajawal Jesucristo",acrTNT,A/Achi/New Testament — Ri utzilaj tzij re ri kanimajawal Jesucristo (acrTNT).html
A,"Arabic, Tunisian Spoken",New Testament,"العهد الجديد بالدارجة التونسية 2022",aeu,A/Arabic, Tunisian Spoken/New Testament — العهد الجديد بالدارجة التونسية 2022.html
C,"Chatino, Nopala",New Testament,"El Nuevo Testamento",cya,C/Chatino, Nopala/New Testament — El Nuevo Testamento.html
C,"Chinantec, Ozumacín",New Testament,"Hmooh hmëë he- ga-jmee Jesucristo; Salmos",chzNTps,C/Chinantec, Ozumacín/New Testament — Hmooh hmëë he- ga-jmee Jesucristo; Salmos.html
C,"Chinantec, Palantla",New Testament,"El Nuevo Testamento de nuestro señor Jesucristo: Versión chinanteca",cpaNT,C/Chinantec, Palantla/New Testament — El Nuevo Testamento de nuestro señor Jesucristo Versión chinanteca.html
D,"Desiya",New Testament,"ସତିଅର୍‌ ବାଟ୍‌",dso,D/Desiya/New Testament — ସତିଅର୍‌ ବାଟ୍‌.html
G,"Greek, Ancient",New Testament,"Η Καινή Διαθήκη",grcbyz,G/Greek, Ancient/New Testament — Η Καινή Διαθήκη (grcbyz).html
H,"Huave, San Mateo Del Mar",New Testament,"Jayats nanderac wüx miteatiiüts Jesucristo",huvNT,H/Huave, San Mateo Del Mar/New Testament — Jayats nanderac wüx miteatiiüts Jesucristo.html
I,"Ika",New Testament,"Elu Ọhụn: Ẹkụkwọ-Nsọ (Azụụn Ọhụn rịn'a)",ikkNT,I/Ika/New Testament — Elu Ọhụn Ẹkụkwọ-Nsọ (Azụụn Ọhụn rịn'a).html
I,"Ixil",New Testament,"U ak' Testamento tu kuyob'al",ixlNNT,I/Ixil/New Testament — U ak' Testamento tu kuyob'al.html
K,"Kaqchikel",New Testament,"Ri c'ac'ac' Testamento pa kach'ab'al",cakSNT,K/Kaqchikel/New Testament — Ri c'ac'ac' Testamento pa kach'ab'al.html
K,"Kuna, San Blas",New Testament,"Bab dummad Jesucristoba igar mesisad garda",cuk09,K/Kuna, San Blas/New Testament — Bab dummad Jesucristoba igar mesisad garda.html
M,"Maka",New Testament,"INTATA ȽE'ȽIJEI",mca,M/Maka/New Testament — INTATA ȽE'ȽIJEI.html
M,"Malay",New Testament,"Kitab Suci Zabur dan Injil",zlmKSZI,M/Malay/New Testament — Kitab Suci Zabur dan Injil.html
M,"Mazatec, Jalapa de Díaz",New Testament,"Éhe̱n Nti̱a̱ná",majNT,M/Mazatec, Jalapa de Díaz/New Testament — Éhe̱n Nti̱a̱ná.html
M,"Mixtec, Silacayoapan",New Testament,"Tu̱hun sa̱á ña̱ na̱jándacoo Jesucristo nu̱ yo̱: El Nuevo Testamento en el mixteco de Silacayoapan",mksNT,M/Mixtec, Silacayoapan/New Testament — Tu̱hun sa̱á ña̱ na̱jándacoo Jesucristo nu̱ yo̱ El Nuevo Testamento en el mixteco de Silacayoapan.html
M,"Mixtec, Tezoatlán",New Testament,"Tuti yó'o kúú to̱'on Ndios, ta xí'o ña kuendá sa'a̱ Jesús",mxbNT,M/Mixtec, Tezoatlán/New Testament — Tuti yó'o kúú to̱'on Ndios, ta xí'o ña kuendá sa'a̱ Jesús.html
M,"Munda",New Testament,"ପାର୍‌ମେଶ୍ୱାର୍‌ଆଃ ଜୀନିଦ୍‌ ବାଚାନ୍‌",unx,M/Munda/New Testament — ପାର୍‌ମେଶ୍ୱାର୍‌ଆଃ ଜୀନିଦ୍‌ ବାଚାନ୍‌.html
N,"Nahuatl, Southeastern Puebla",New Testament,"Itlajtol Totajtsi Dios",nplNT,N/Nahuatl, Southeastern Puebla/New Testament — Itlajtol Totajtsi Dios.html
N,"Ndamba",New Testament,"Lilaghanu lya shonu",ndj,N/Ndamba/New Testament — Lilaghanu lya shonu.html
N,"Nguu",New Testament,"Ndagano mp'ya kwa wanth'u wose",ngp,N/Nguu/New Testament — Ndagano mp'ya kwa wanth'u wose.html
O,"Otomi, Querétaro",New Testament,"Àr 'ra'yo nkohi Jö har ñhöñhö maxei nto̱ngwi ár mahwifi har ha̱i m'onda ne har ñhömfo̱",otqNT,O/Otomi, Querétaro/New Testament — Àr 'ra'yo nkohi Jö har ñhöñhö maxei nto̱ngwi ár mahwifi har ha̱i m'onda ne har ñhömfo̱.html
P,"Parecís",New Testament,"Waitare Wenati Aho",pabNT,P/Parecís/New Testament — Waitare Wenati Aho.html
P,"Poqomchi'",New Testament,"Reꞌ Lokꞌ Laj Hu̱j Wilic wi̱ꞌ Ribiral i Jesus",pohNT,P/Poqomchi'/New Testament — Reꞌ Lokꞌ Laj Hu̱j Wilic wi̱ꞌ Ribiral i Jesus.html
Q,"Q'eqchi'",New Testament,"Li Santil hu",kekNT,Q/Q'eqchi'/New Testament — Li Santil hu.html
Q,"Quechua, North Bolivian",New Testament,"Mosoj Testamento",qulNT,Q/Quechua, North Bolivian/New Testament — Mosoj Testamento.html
R,"Rohingya",New Testament,"Kitabul Mukaddos or Injil Córif",rhgc,R/Rohingya/New Testament — Kitabul Mukaddos or Injil Córif.html
R,"Romanian",New Testament,"Biblia Liberă",ronbl,R/Romanian/New Testament — Biblia Liberă.html
R,"Romanian",New Testament,"Liber Sfanta Biblie",ronlsb,R/Romanian/New Testament — Liber Sfanta Biblie.html
S,"Sateré-Mawé",New Testament,"Tupana Ehay Satere Mawe Pusupuo",mavNT,S/Sateré-Mawé/New Testament — Tupana Ehay Satere Mawe Pusupuo.html
S,"Sholaga",New Testament,"ಕ್ಹುದಾನಿ ಕ್ಹರಿನಿ ವಾಕ್ಯಾ",sle,S/Sholaga/New Testament — ಕ್ಹುದಾನಿ ಕ್ಹರಿನಿ ವಾಕ್ಯಾ.html
T,"Tavoyan",New Testament,"ဓမ္မသစ်ကျမ်း ထားဝယ်ဘာသာစကား",tvn,T/Tavoyan/New Testament — ဓမ္မသစ်ကျမ်း ထားဝယ်ဘာသာစကား.html
T,"Terêna",New Testament,"Emo'u Itukó'oviti",terNT,T/Terêna/New Testament — Emo'u Itukó'oviti.html
Y,"Yansi",New Testament,"Bible Iyansi",yns,Y/Yansi/New Testament — Bible Iyansi.html
Z,"Zapotec, Yalálag",New Testament,"Diʼll danʼ nsaʼa yel nban (El Nuevo Testamento en el Zapoteco de Yalálag)",zpuNT,Z/Zapotec, Yalálag/New Testament — Diʼll danʼ nsaʼa yel nban (El Nuevo Testamento en el Zapoteco de Yalálag).html
#,"العهد الجديد بالدارجة التونسية 2022",New Testament,"العهد الجديد بالدارجة التونسية 2022",aeb,#/العهد الجديد بالدارجة التونسية 2022/New Testament — العهد الجديد بالدارجة التونسية 2022.html
#,"ಕನ್ನಡ",New Testament,"ದೆವಾಚಿ ಖರಿ ಖಬರ್",kans,#/ಕನ್ನಡ/New Testament — ದೆವಾಚಿ ಖರಿ ಖಬರ್.html
A,"Ajyíninka Apurucayali",New Testament,"KAMIITHARI ÑAANTSI",cpcNT,A/Ajyíninka Apurucayali/New Testament — KAMIITHARI ÑAANTSI.html
A,"Ashéninka, Pichis",New Testament,"KAMEETHARI ÑAANTSI: Iñaaventaitzirira Avinkatharite Jesucristo",cpuNT,A/Ashéninka, Pichis/New Testament — KAMEETHARI ÑAANTSI Iñaaventaitzirira Avinkatharite Jesucristo.html
A,"Ashéninka, Ucayali-yurúa",New Testament,"Kameethari Ñaantsi: ikenkitha-takoitziri awinkatharite Jesucristo; Owakerari aapatziya-wakagaantsi",cpbNT,A/Ashéninka, Ucayali-yurúa/New Testament — Kameethari Ñaantsi ikenkitha-takoitziri awinkatharite Jesucristo; Owakerari aapatziya-wakagaantsi.html
B,"Bhilali",New Testament,"भगवानेन छाचला बुल",bhi,B/Bhilali/New Testament — भगवानेन छाचला बुल.html
C,"Chinantec, Sochiapam",New Testament,"Jú¹ chú³² quioh²¹ Jesús tsá² lɨn³ Cristo",csoNT,C/Chinantec, Sochiapam/New Testament — Jú¹ chú³² quioh²¹ Jesús tsá² lɨn³ Cristo.html
C,"Coptic",New Testament,"القبطية العهد الجديد",copcnt,C/Coptic/New Testament — القبطية العهد الجديد.html
D,"Dombe",New Testament,"Dombe New Testament",dov,D/Dombe/New Testament — Dombe New Testament.html
E,"English",New Testament,"Tyndale New Testament",engtnt,E/English/New Testament — Tyndale New Testament.html
E,"Estonian, Standard",New Testament,"Biblica® Vaba kasutusega Uus Testament, Pühakiri kaasaegses eesti keeles",ekk,E/Estonian, Standard/New Testament — Biblica® Vaba kasutusega Uus Testament, Pühakiri kaasaegses eesti keeles.html
G,"Greek, Ancient",New Testament,"Η Καινή Διαθήκη",grcmt,G/Greek, Ancient/New Testament — Η Καινή Διαθήκη (grcmt).html
G,"Greek, Ancient",New Testament,"Η Καινή Διαθήκη",grctr,G/Greek, Ancient/New Testament — Η Καινή Διαθήκη (grctr).html
H,"Hebrew",New Testament,"הברית החדשה של סלקינסון",hebsg,H/Hebrew/New Testament — הברית החדשה של סלקינסון.html
I,"Ikizu",New Testament,"Ʉbhʉragɨ Ubhuhya Mʉkɨgambʉ chi Ikikiizʉ",ikz,I/Ikizu/New Testament — Ʉbhʉragɨ Ubhuhya Mʉkɨgambʉ chi Ikikiizʉ.html
I,"Iwam, Sepik",New Testament,"Yai Wɨn Kɨbiya",iws,I/Iwam, Sepik/New Testament — Yai Wɨn Kɨbiya.html
K,"K'iche'",New Testament,"RI KꞌAKꞌ TESTAMENTO PA TZIJOBꞌAL KꞌICHEꞌ",quctt,K/K'iche'/New Testament — RI KꞌAKꞌ TESTAMENTO PA TZIJOBꞌAL KꞌICHEꞌ.html
K,"Kaqchikel",New Testament,"GT:cak:Kaqchikel",cak,K/Kaqchikel/New Testament — GT cak Kaqchikel.html
L,"Lala",New Testament,"Luva'ana'i Namana Makamakana",nrz,L/Lala/New Testament — Luva'ana'i Namana Makamakana.html
L,"Luguru",New Testament,"Laghano Lya Sambi Kwe Iwanu Wose",ruf,L/Luguru/New Testament — Laghano Lya Sambi Kwe Iwanu Wose.html
M,"Magyar",New Testament,"Biblica® Nyitott Újszövetség: élet, igazság és világosság",hun,M/Magyar/New Testament — Biblica® Nyitott Újszövetség élet, igazság és világosság.html
M,"Makhuwa-Meetto",New Testament,"Makua New Testament 2015",mgh2016,M/Makhuwa-Meetto/New Testament — Makua New Testament 2015.html
M,"Mazatec, Huautla",New Testament,"Xon⁴-le⁴ ni³na¹ xi³ tʔa³tsʔe⁴ Jesucristo",mauNT,M/Mazatec, Huautla/New Testament — Xon⁴-le⁴ ni³na¹ xi³ tʔa³tsʔe⁴ Jesucristo.html
M,"Mixe, Juquila",New Testament,"Ja jembyʉ kajxy'átypyʉ mʉdʉ Jesukristʉkyʉjxm: El Nuevo Testamento de nuestro Señor Jesucristo en el mixe de Juquila",mxqNT,M/Mixe, Juquila/New Testament — Ja jembyʉ kajxy'átypyʉ mʉdʉ Jesukristʉkyʉjxm El Nuevo Testamento de nuestro Señor Jesucristo en el mixe de Juquila.html
M,"Mixtec, San Miguel el Grande",New Testament,"Mixtec, San Miguel el Grande",migNT,M/Mixtec, San Miguel el Grande/New Testament — Mixtec, San Miguel el Grande.html
M,"Māori",New Testament,"Te Kawenata Hou",mri,M/Māori/New Testament — Te Kawenata Hou.html
R,"Rangi",New Testament,"Rangi",lag,R/Rangi/New Testament — Rangi.html
T,"Teke-Tyee",New Testament,"Teke Sud-Ouest",tyx,T/Teke-Tyee/New Testament — Teke Sud-Ouest.html
T,"Tepehua, Tlachichilco",New Testament,"Ixchivinti Dios: ni sastʼi chivinti yu Dios jatʼatamakaul ixlapanakni laka lhimasipijni",tptNT,T/Tepehua, Tlachichilco/New Testament — Ixchivinti Dios ni sastʼi chivinti yu Dios jatʼatamakaul ixlapanakni laka lhimasipijni.html
U,"Uspanteko",New Testament,"Lok'laj Jyolj Kakaj Dios",uspNT,U/Uspanteko/New Testament — Lok'laj Jyolj Kakaj Dios.html
Y,"Yiddish, Eastern",New Testament,"דער ארטאדאקסישע יידישער ברית חדשה",ydd,Y/Yiddish, Eastern/New Testament — דער ארטאדאקסישע יידישער ברית חדשה.html
A,"Amo",New Testament,"Amo New Testament",amo,A/Amo/New Testament — Amo New Testament.html
B,"Balantak",New Testament,"Kitap molinas men ringkat na alaata'ala: perjanjian baru",blzNT,B/Balantak/New Testament — Kitap molinas men ringkat na alaata'ala perjanjian baru.html
B,"Bhunjia",New Testament,"भगवान कर सच्चा बचन",bhu,B/Bhunjia/New Testament — भगवान कर सच्चा बचन.html
B,"Buang, Mangga",New Testament,"Mangga Buang New Testament",mmo,B/Buang, Mangga/New Testament — Mangga Buang New Testament.html
C,"Coptic",New Testament,"القبطية البحيرية العهد الجديد",copbhc,C/Coptic/New Testament — القبطية البحيرية العهد الجديد.html
C,"Cuicatec, Tepeuxila",New Testament,"Nduudu nʼdai yeⁿʼe Ndyuūs yeⁿʼe cuicateco yeⁿʼe Tepeuxila",cuxNT,C/Cuicatec, Tepeuxila/New Testament — Nduudu nʼdai yeⁿʼe Ndyuūs yeⁿʼe cuicateco yeⁿʼe Tepeuxila.html
K,"Kaqchikel",New Testament,"Ri C'ac'ac' Testamento pa Kach'abel",cakWNT,K/Kaqchikel/New Testament — Ri C'ac'ac' Testamento pa Kach'abel.html
M,"Makaa",New Testament,"Kálaad Zɛmbî : Sɔ ̧ á Gúgwáan",mcp,M/Makaa/New Testament — Kálaad Zɛmbî Sɔ ̧ á Gúgwáan.html
M,"Mixtec, Coatzospan",New Testament,"Tūʼún xuva kō vatā ó ntákaʼan ña ñuú Coatzospan",mizNT,M/Mixtec, Coatzospan/New Testament — Tūʼún xuva kō vatā ó ntákaʼan ña ñuú Coatzospan.html
M,"Mixtec, Ocotepec",New Testament,"Nuevo Testamento en mixteco de Ocotepec",mieNT,M/Mixtec, Ocotepec/New Testament — Nuevo Testamento en mixteco de Ocotepec.html
N,"Ninzo",New Testament,"Ungbamvu Ku Abachi Azhi Ahe̲he̲ Ka",ninNT,N/Ninzo/New Testament — Ungbamvu Ku Abachi Azhi Ahe̲he̲ Ka.html
R,"Romani",New Testament,"I Biblija ki Arli romani čhib Srbija",rmna,R/Romani/New Testament — I Biblija ki Arli romani čhib Srbija.html
S,"Safwa",New Testament,"Biblia Takatifu",sbk,S/Safwa/New Testament — Biblia Takatifu.html
Z,"Zapotec, Mitla",New Testament,"Xtidxcoob Dios ni biädnä dad Jesucrist",zawNT,Z/Zapotec, Mitla/New Testament — Xtidxcoob Dios ni biädnä dad Jesucrist.html
Z,"Zaramo",New Testament,"Lagano da Isambi da Mndewa na Mkombola Wetu Yesu Kilisto",zaj,Z/Zaramo/New Testament — Lagano da Isambi da Mndewa na Mkombola Wetu Yesu Kilisto.html
